E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1893,HT102a  ,1893,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1900,HT102a  ,1900,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1910,HT102a  ,1910,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1920,HT102a  ,1920,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1930,HT102a  ,1930,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1940,HT102a  ,1940,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1950,HT102a  ,1950,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1960,HT102a  ,1960,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1970,HT102a  ,1970,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1980,HT102a  ,1980,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT102a  1990,HT102a  ,1990,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1870,HT103a  ,1870,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1880,HT103a  ,1880,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1890,HT103a  ,1890,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1900,HT103a  ,1900,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1910,HT103a  ,1910,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1920,HT103a  ,1920,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1930,HT103a  ,1930,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1940,HT103a  ,1940,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1950,HT103a  ,1950,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1960,HT103a  ,1960,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1970,HT103a  ,1970,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1980,HT103a  ,1980,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT103a  1990,HT103a  ,1990,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1870,HT104a  ,1870,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1880,HT104a  ,1880,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1890,HT104a  ,1890,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1900,HT104a  ,1900,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1910,HT104a  ,1910,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1920,HT104a  ,1920,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1930,HT104a  ,1930,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1940,HT104a  ,1940,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1950,HT104a  ,1950,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1960,HT104a  ,1960,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1970,HT104a  ,1970,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1980,HT104a  ,1980,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT104a  1990,HT104a  ,1990,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1867,HT108a  ,1867,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1870,HT108a  ,1870,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1880,HT108a  ,1880,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1890,HT108a  ,1890,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1900,HT108a  ,1900,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1910,HT108a  ,1910,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1920,HT108a  ,1920,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1930,HT108a  ,1930,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1940,HT108a  ,1940,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1950,HT108a  ,1950,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1960,HT108a  ,1960,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1970,HT108a  ,1970,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1980,HT108a  ,1980,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT108a  1990,HT108a  ,1990,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT113a  1896,HT113a  ,1896,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT113a  1900,HT113a  ,1900,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT113a  1910,HT113a  ,1910,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT113a  1920,HT113a  ,1920,0
E:/gdp_temperature_project/results/treering_data_width\11834\864602848_2018-07-09\data\pub\data\paleo\treering\measurements\northamerica\usa\nc020.rwl,HT113a  1930,HT113a  ,1930,0
